stationName,Address,City,State,Charger type,stationModel,unreachable_event_count,status,last_unreachable_start_iso,current_first_unreachable_iso,last_seen_reachable_iso
NYC FLEET / DOT_STHSE_LD-1,6626 Metropolitan Ave,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:08+00:00
NYC FLEET / DOT_STHSE_LD-2,6626 Metropolitan Ave,Queens,New York,Level 2,CT4020-HD2-GW-LTE,1,REACHABLE,2026-02-09T18:29:02+00:00,,2026-02-12T20:29:03+00:00
NYC FLEET / DPR_MSPTHPK-2,54-8 43rd St,Queens,New York,Level 2,CT4025-HD-GW,0,REACHABLE,,,2026-02-12T20:28:35+00:00
NYC FLEET / NYPD_SVD_2_L3,188 West 230th Street,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:28:37+00:00
NYC FLEET / NYPD_SVD_1_L3,188 West 230th Street,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:12+00:00
NYC FLEET / DPR_BKWARMEMOR1,195 Cadman Plaza West,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:28+00:00
NYC FLEET / DPR_BKWARMEMOR2,195 Cadman Plaza West,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:25+00:00
NYC FLEET / DOT_BRUNO_2_L3,25 14th Street,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:30+00:00
NYC FLEET / DOT_BRUNO_1_L3,25 14th Street,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:31:15+00:00
NYC FLEET / NYPD_67PCT-2,2820 Snyder Ave,Brooklyn,New York,Level 2,CPF50,0,REACHABLE,,,2026-02-12T20:34:27+00:00
NYC FLEET / DOE_K802_1_L3,409 Red Hook Lane,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:17+00:00
NYC FLEET / NYCHA 23ASH2A B,23 Ash St,Greenpoint,New York,Level 2,CT4020-HD,1,UNREACHABLE,2025-10-20T10:15:47+00:00,2025-10-20T10:15:47+00:00,2025-10-20T10:15:47+00:00
NYC FLEET / NYCHA 23ASH3A B,23 Ash St,Greenpoint,New York,Level 2,CT4020-HD,1,UNREACHABLE,2025-10-20T10:15:47+00:00,2025-10-20T10:15:47+00:00,2025-10-20T10:15:47+00:00
NYC FLEET / DPROLMBRADDICK2,117 Roosevelt Avenue,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:33:39+00:00
NYC FLEET / DPR_JUNIPER1,62- 45 71st Street,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:37+00:00
NYC FLEET / DPR_JUNIPER2,62- 45 71st Street,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:11+00:00
NYC FLEET / FDNYMS ST1,135-16 38th Ave,Queens,New York,Level 2,CPF50-L18,1,UNREACHABLE,2025-04-23T06:11:54+00:00,2025-04-23T06:11:54+00:00,2025-04-23T06:11:54+00:00
NYC FLEET / DSNY_BK17_GW,105-02 Avenue D,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_CRS_H&H_GW,5235 58th st,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_CBS_GW,10-601 Avenue D,Canarsie,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_QBSSHOP-GW,52-07 58th St,Woodside,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / FDNY_EMS52,135-16 38th Avenue,Queens,New York,Gateway (Not a Charger),CPGW-NA-LTE-M,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_BK06-GW,127 2nd Avenue,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_RBS_GW,1 Muldoon Ave,Staten Island,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DEP_GRHMS_2_L3,7866 New York 42,Grahamsville,New York,Level 3,CPE250C-500-CCS1-CHD,2,REACHABLE,2026-02-11T06:15:20+00:00,,2026-02-12T20:33:26+00:00
NYC FLEET / DCAS_PSAC2_1_L3,350 Marconi Street,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:48+00:00
NYC FLEET / DCAS_PSAC2_2_L3,350 Marconi Street,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:07+00:00
NYC FLEET / DCAS_PSAC2_3_L3,350 Marconi Street,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:49+00:00
NYC FLEET / NYPD_40PCT-GW2,555 E 149th St,The Bronx,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DEP_CRFLSP_1_L3,16 Samantha Lane,Carmel Hamlet,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-12T20:34:34+00:00
NYC FLEET / DOT_THOMSN_1_L3,30-30 Thomson Avenue,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:12+00:00
NYC FLEET / DOT_THOMSN_2_L3,30-30 Thomson Avenue,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:55+00:00
NYC FLEET / DCAS_PSAC2_4_L3,350 Marconi St,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:28+00:00
NYC FLEET / FDNY_EMS7_GW,100 Duane Street,New York,New York,Gateway (Not a Charger),CPGW-NA-LTE-M,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / FDNY_EMS7-1,100 Duane Street,New York,New York,Level 2,CPF50-L18,1,UNREACHABLE,2025-11-03T22:19:51+00:00,2025-11-03T22:19:51+00:00,2025-11-03T22:19:51+00:00
NYC FLEET / NYPD_40PCT-2,555 E 149th St,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:34:57+00:00
NYC FLEET / NYPD_40PCT-3,555 E 149th St,The Bronx,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:34:57+00:00
NYC FLEET / HRA_BKFLTN_1_L3,2440 Fulton Street,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:34+00:00
NYC FLEET / HRA_BKFLTN_2_L3,2440 Fulton St,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:18+00:00
NYC FLEET / HRA_BKFLTN_3_L3,2440 Fulton St,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:34+00:00
NYC FLEET / DPR_ORCHDBCHQ-1,2 Orchard Beach Road,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:27+00:00
NYC FLEET / DPR_ORCHDBCHQ-2,2 Orchard Beach Road,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:13+00:00
NYC FLEET / DPR_ORCHDBCHQ-4,2 Orchard Beach Road,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:33+00:00
NYC FLEET / DPR_ORCHDBCHQ-5,2 Orchard Beach Road,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:43+00:00
NYC FLEET / DPR_ORCHDBCHQ-6,2 Orchard Beach Road,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:16+00:00
NYC FLEET / DPR_ORCHDBCHQ-3,2 Orchard Beach Road,The Bronx,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:30+00:00
NYC FLEET / NYPD_41PCT_2_L3,1035 Longwood Avenue,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:12+00:00
NYC FLEET / NYPD_41PCT_1_L3,1035 Longwood Avenue,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:43+00:00
NYC FLEET / DEP_QNSWTR_1_L3,49- 14 Fresh Meadow Lane,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:26:59+00:00
NYC FLEET / DEP_QNSWTR_2_L3,49- 14 Fresh Meadow Lane,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:41+00:00
NYC FLEET / DEP_QNSWTR_3_L3,49- 14 Fresh Meadow Lane,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:14+00:00
NYC FLEET / DEP_QNSWTR_4_L3,49- 14 Fresh Meadow Lane,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:28:59+00:00
NYC FLEET / DSNY_BK18-GW,105-01 Foster Avenue,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DEP_QNSWTR-1,49- 14 Fresh Meadow Lane,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:50+00:00
,,,,,,0,REACHABLE,,,2025-12-07T10:17:37.748704+00:00
NYC FLEET / DSNY_BX05-GW,1331 Cromwell Avenue,bronx,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DEP_OWLSHD_3_L3,6700 Shore Road,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:09+00:00
NYC FLEET / DEP_OWLSHD_5_L3,6700 Shore Road,Brooklyn,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-12T20:34:58+00:00
NYC FLEET / DDC_THOMSN_1_L3,30-30 Thomson Avenue,Queens,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T13:43:38+00:00
NYC FLEET / DEP_OWLSHD_6_L3,6700 Shore Road,Brooklyn,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-12T20:30:01+00:00
NYC FLEET / DEP_OWLSHD_7_L3,6700 Shore Rd,Brooklyn,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-12T20:31:48+00:00
NYC FLEET / DEP_OWLSHD_8_L3,6700 Shore Road,Brooklyn,New York,Level 3,CPE250C-500-CHD-CCS1,0,REACHABLE,,,2026-02-12T20:35:21+00:00
NYC FLEET / DEP_OWLSHD_4_L3,6700 Shore Rd,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:18+00:00
NYC FLEET / DPR_ELMHRSTPK-1,7801 57th Avenue,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:55+00:00
NYC FLEET / DOTPITKINAVE-G,88-26 Pitkin Ave,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOTQNSBLVD-G-1,34-2 Queens Blvd,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_HENRY_GW,80 Henry St,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DSNY_BK15KDCFC1,2501 Knapp Street,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:31:15+00:00
NYC FLEET / DEP_WARDSADMNG1,106 2nd Dr,New York,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / ACSSTMARKSPL-G,350 St Marks Pl,Staten Island,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DCAS_KENTAVEG,390 Kent Ave,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
,,,,,,0,REACHABLE,,,2025-12-07T10:17:37.748704+00:00
NYC FLEET / DSNY_BK04-DCFC1,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:31:51+00:00
NYC FLEET / DSNY_BK04-DCFC2,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:26+00:00
NYC FLEET / DSNY_BK04-DCFC3,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:37+00:00
NYC FLEET / DSNY_BK04-DCFC4,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:28:19+00:00
NYC FLEET / DSNY_BK04-DCFC5,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:21+00:00
NYC FLEET / DSNY_BK01-DCFC2,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:36:24+00:00
NYC FLEET / DSNY_BK01-DCFC3,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:55+00:00
NYC FLEET / DSNY_BK01-DCFC4,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:27:40+00:00
NYC FLEET / DSNY_BK01-DCFC5,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:04+00:00
NYC FLEET / DSNY_BK01-DCFC6,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:56+00:00
NYC FLEET / DSNY_BK01-DCFC7,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:38+00:00
NYC FLEET / DOT_KENTAVE-4,352 Kent Avenue,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:36:33+00:00
NYC FLEET / DOT_KENTAVE-5,352 Kent Avenue,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:36:34+00:00
NYC FLEET / DOT_SIRPR_1_L3,1893 Richmond Terrace,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:26:47+00:00
NYC FLEET / DOT_SIREPAIR-2,1893 Richmond Terrace,Staten Island,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:34+00:00
NYC FLEET / DPR_ORCDBC_1_L3,2 Orchard Beach Road,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:39+00:00
NYC FLEET / DPR_ORCDBC_2_L3,2 Orchard Beach Road,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:32+00:00
NYC FLEET / DSNY_BK04-DCFC6,161 Varick Avenue,Brooklyn,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:29:13+00:00
NYC FLEET / DOF_PEARL-1,375 Pearl St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:28:36+00:00
NYC FLEET / DPRGREENBELT#2,501 Brielle Ave,Staten Island,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:11+00:00
NYC FLEET / DOF_PEARL-2,375 Pearl St,New York,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:28:36+00:00
NYC FLEET / DOF_PEARL_2_L3,375 Pearl Street,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:11+00:00
NYC FLEET / DOF_PEARL_1_L3,375 Pearl Street,New York,New York,Level 3,CPE250C-500-CCS1-CHD,1,REACHABLE,2026-02-09T07:50:54+00:00,,2026-02-12T20:32:57+00:00
NYC FLEET / NYPD_116THPCT_1,244-04 N Conduit Ave,Queens,New York,Level 2,CT4010-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:33:35+00:00
NYC FLEET / NYPD_116THPCT_2,242-20 N Conduit Ave,Queens,New York,Level 2,CT4010-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:35+00:00
NYC FLEET / DPRBAISLEYPND-1,118- 9 155th Street,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:31:22+00:00
NYC FLEET / DPRBAISLEYPND-2,118- 9 155th Street,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:34:17+00:00
NYC FLEET / FDNY_EMS18_1_L3,1647 Washington Ave,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:50+00:00
NYC FLEET / DEP_ARKVILLE-5,669 Co Rd 38,Arkville,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:35:52+00:00
NYC FLEET / DEP_GRAHMSVLLE4,7870 New York 42,Grahamsville,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:27:48+00:00
NYC FLEET / DOF_PEARL-GW,375 Pearl Street,New York,New York,Gateway (Not a Charger),CPGW-NA-LTE-M,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / FDNY_FTTOTTEN#3,135 Shore Road,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:28+00:00
NYC FLEET / DEP_SHAFT6_1_L3,201 River Road North,Wappingers Falls,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:11+00:00
NYC FLEET / DPR_KISSENABH-1,160-2 Oak Avenue,Queens,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:35:09+00:00
NYC FLEET / DEP_JEROME_3_L3,3201 Jerome Avenue,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:58+00:00
NYC FLEET / DEP_JEROME_2_L3,3201 Jerome Avenue,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:28:51+00:00
NYC FLEET / DOE_FLATLANDS-2,6565 Flatlands Avenue,Brooklyn,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:30:12+00:00
NYC FLEET / DEP_MARVIL_1_L3,41158 NY-28,Margaretville,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:32:45+00:00
NYC FLEET / DPRCALVAUX-S2,1990 Shore Pkwy,Gravesend,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-12-18T07:56:35+00:00,2025-12-18T07:56:35+00:00,2025-12-18T07:56:35+00:00
NYC FLEET / FDNY9METROTECGW,9 MetroTech Center,Brooklyn,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPRHIGHWAYP2-S1,2900 Flatbush Ave,Brooklyn,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-01-24T23:32:27+00:00,,2026-02-12T20:30:09+00:00
NYC FLEET / DOE_Q018-RIGHT,86-35 235th Ct,Queens,New York,Level 2,CPF50-L18,3,REACHABLE,2026-02-11T19:35:49+00:00,,2026-02-12T20:15:50+00:00
NYC FLEET / DOE_Q018-GW,86-35 235th Ct,Queens,New York,Gateway (Not a Charger),CPGW-NA-LTE-M,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DOE_Q018-LEFT,86-35 235th Ct,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:35:49+00:00
NYC FLEET / DPR_NATIVEPLA-2,3808 Victory Blvd,Staten Island,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:44+00:00
NYC FLEET / DPR_NATIVEPLA-1,3808 Victory Boulevard,Staten Island,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:32:48+00:00
NYC FLEET / FDNY_BFIBK#2,5600 1st Avenue FDNY,Brooklyn,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:32:17+00:00
NYC FLEET / DPRHIGHWAYP2-S2,2900 Flatbush Ave,Brooklyn,New York,Level 2,CT4010-HD-GW,2,REACHABLE,2026-02-09T17:12:11+00:00,,2026-02-12T20:33:37+00:00
NYC FLEET / DSNY_BX06-DCFC1,800 East 176th Street,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:34:05+00:00
NYC FLEET / DOE_EDISONHS-S1,165-65 84th Ave,Queens,New York,Level 2,CT4010-HD-GW,1,REACHABLE,2026-02-09T12:28:56+00:00,,2026-02-12T20:36:20+00:00
NYC FLEET / DPRROCKAWY97-S1,9701 Shore Front Pkwy,Rockaway Park,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-12T20:28:49+00:00
NYC FLEET / DPRWFMARINA-S3,109-5 Marina Rd,Queens,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-12T20:32:19+00:00
NYC FLEET / DOE_Q094-1,41-77 Little Neck Pkwy,Queens,New York,Level 2,CPF50-L18,0,REACHABLE,,,2026-02-12T20:27:43+00:00
NYC FLEET / DOE_Q094-GW,41-77 Little Neck Pkwy,Queens,New York,Gateway (Not a Charger),CPGW,0,REACHABLE,,,2026-02-12T20:37:30.230297+00:00
NYC FLEET / DPR_CNRSIEPK-S2,1501 E 102nd St,Brooklyn,New York,Level 2,CT4010-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:35:40+00:00
NYC FLEET / FDNY_ENG71_1_L3,720 Melrose Avenue,The Bronx,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:53+00:00
NYC FLEET / FDNY_ENG71-1,720 Melrose Avenue,The Bronx,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:29:14+00:00
NYC FLEET / DPRROCKAWAY30B,1-09 Beach 30th St,Queens,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-11-16T11:54:14+00:00,2025-11-16T11:54:14+00:00,2025-11-16T11:54:14+00:00
NYC FLEET / DEP_RMD-1,127-17 92nd Ave,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:33:51+00:00
NYC FLEET / DEP_RMD-2,127-17 92nd Ave,Queens,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:28:58+00:00
NYC FLEET / FDNY_E159_1_L3,1592 Richmond Road,Staten Island,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:30:53+00:00
NYC FLEET / DSNY_BX06-1,800 East 176th Street,The Bronx,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:33:02+00:00
NYC FLEET / DPRCUNINGHM6A-B,196-5 Grand Central Parkway N Svc Rd,Queens,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2025-01-14T15:20:08+00:00,2025-01-14T15:20:08+00:00,2025-01-14T15:20:08+00:00
NYC FLEET / DPRCUNINGHM5A-B,196-5 Grand Central Parkway N Svc Rd,Queens,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2025-01-14T15:20:08+00:00,2025-01-14T15:20:08+00:00,2025-01-14T15:20:08+00:00
NYC FLEET / DPRMBLOT8-S2,Father Capodanno Blvd,Midland Beach,New York,Level 2,CT4010-HD-GW,0,REACHABLE,,,2026-02-12T20:28:00+00:00
NYC FLEET / DPRSIFRSTRY#7#8,21 Slosson Ave,Castleton Corners,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:00+00:00
,,,,,,0,REACHABLE,,,2026-01-28T14:32:41+00:00
NYC FLEET / DPROMSDFR#14#15,12 Olmsted Dr,Corona,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:36:20+00:00
NYC FLEET / DPROMSDFR#10#11,12 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:28+00:00
NYC FLEET / DPROMSDFR#12#13,12 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:21+00:00
NYC FLEET / DPROMSTDFOR#1#2,12 Olmsted Dr,Corona,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:29:24+00:00
NYC FLEET / DPRCUNINGHM3A-B,19600 Union Tpke,Fresh Meadows,New York,Level 2,CT4020-HD-GW,1,UNREACHABLE,2023-10-10T16:30:01+00:00,2023-10-10T16:30:01+00:00,2023-10-10T16:30:01+00:00
NYC FLEET / DPRSIFRSTRY#5#6,21-51 Slosson Ave,Castleton Corners,New York,Level 2,CT4020-HD-GW,0,REACHABLE,,,2026-02-12T20:35:40+00:00
NYC FLEET / DOT_MNSIGN_3,345 East 59th Street,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:27:40+00:00
NYC FLEET / DOT_MNSIGN_1_L3,245 East 59th Street,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:35:22+00:00
NYC FLEET / DOT_MNSIGN_2_L3,345 East 59th Street,New York,New York,Level 3,CPE250C-500-CCS1-CHD,0,REACHABLE,,,2026-02-12T20:33:35+00:00
NYC FLEET / DPRMBLOT7-S1,829 Father Capodanno Blvd,Midland Beach,New York,Level 2,CT4010-HD-GW,1,UNREACHABLE,2025-10-31T21:59:51+00:00,2025-10-31T21:59:51+00:00,2025-10-31T21:59:51+00:00
NYC FLEET / DOT_MNSIGN_1,345 East 59th Street,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:26:52+00:00
NYC FLEET / DOT_MNSIGN_2,East 59th Street,New York,New York,Level 2,CT4020-HD2-GW-LTE,0,REACHABLE,,,2026-02-12T20:28:41+00:00
NYC FLEET / DPRTOTTENBLG431,431 Walter Reed Rd,Bayside,New York,Level 2,CT4020-HD-GW,1,REACHABLE,2026-02-11T10:04:38+00:00,,2026-02-12T20:29:08+00:00
