stationName,Address,City,State,postalCode,Lat,Long,Charger type,Charger type (legend),stationModel,StationNetworkStatus,LastPortStatus,faultReason,station_label,ports_total,ports_charging,ports_occupied,ports_available,StatusTimestamp,hours_unreachable,_loaded_at_utc
NYC FLEET / DDC_THOMSN_1_L3,30-30 Thomson Avenue,Queens,New York,11101,40.743925890628,-73.935758115495,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:25:55Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_OWLSHD_6_L3,6700 Shore Road,Brooklyn,New York,11220,40.640810799377,-74.035749098146,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:20Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_OWLSHD_7_L3,6700 Shore Rd,Brooklyn,New York,11220,40.64082095977497,-74.03568986832703,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:28Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_OWLSHD_8_L3,6700 Shore Road,Brooklyn,New York,11220,40.64083619126,-74.035701185403,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:26:07Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_OWLSHD_4_L3,6700 Shore Rd,Brooklyn,New York,11220,40.64084829900042,-74.03571218879515,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:07Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_ELMHRSTPK-1,7801 57th Avenue,Queens,New York,11373,40.728975485173,-73.885134533827,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:25:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK15-DCFC1,2501 Knapp Street,Brooklyn,New York,11235,40.591437169047,-73.932093915735,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:25:08Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK04-DCFC1,161 Varick Avenue,Brooklyn,New York,11237,40.710908233129,-73.928904731534,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:50Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK04-DCFC2,161 Varick Avenue,Brooklyn,New York,11237,40.710899417907,-73.928918143703,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:28:09Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK04-DCFC3,161 Varick Avenue,Brooklyn,New York,11237,40.710732221637,-73.928623361226,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:25:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK04-DCFC4,161 Varick Avenue,Brooklyn,New York,11237,40.710595845046,-73.928911989252,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:19Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK04-DCFC5,161 Varick Avenue,Brooklyn,New York,11237,40.710614754003,-73.928961428047,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:30:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK01-DCFC2,161 Varick Avenue,Brooklyn,New York,11237,40.711230729942,-73.929963564812,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:39Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK01-DCFC3,161 Varick Avenue,Brooklyn,New York,11237,40.71145444114,-73.92983382217,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:28:13Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK01-DCFC4,161 Varick Avenue,Brooklyn,New York,11237,40.71140384105,-73.929307362115,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:32Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK01-DCFC5,161 Varick Avenue,Brooklyn,New York,11237,40.711458167738,-73.929289362127,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:26:08Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK01-DCFC6,161 Varick Avenue,Brooklyn,New York,11237,40.711396076789,-73.92908065173,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2025-11-19T10:26:30Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK01-DCFC7,161 Varick Avenue,Brooklyn,New York,11237,40.711371104223,-73.929110355704,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:33Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_KENTAVE-4,352 Kent Avenue,Brooklyn,New York,11249,40.71257661272,-73.968603392686,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,WATCH LIST,Earth Fault station in service,Available,2,0,0,2,2025-11-19T10:28:54Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_KENTAVE-5,352 Kent Avenue,Brooklyn,New York,11249,40.712173105215,-73.968541342129,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:23:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_SIRPR_1_L3,1893 Richmond Terrace,Staten Island,New York,10302,40.637698391688,-74.128319076417,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:49Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_SIREPAIR-2,1893 Richmond Terrace,Staten Island,New York,10302,40.637620862159,-74.128194126901,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:23:15Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_ORCDBC_1_L3,2 Orchard Beach Road,The Bronx,New York,10464,40.864592922385,-73.7964874428,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_ORCDBC_2_L3,2 Orchard Beach Road,The Bronx,New York,10464,40.864300553488,-73.796669482103,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:05Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BK04-DCFC6,161 Varick Avenue,Brooklyn,New York,11237,40.710868544733,-73.928872351157,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:30:02Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOF_PEARL-1,375 Pearl St,New York,New York,10038,40.7109599,-74.0014202,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:38Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRGREENBELT#2,501 Brielle Ave,Staten Island,New York,10314,40.591789,-74.1392615,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:25:45Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOF_PEARL-2,375 Pearl St,New York,New York,10038,40.710931436031935,-74.00142422331352,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:38Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOF_PEARL_2_L3,375 Pearl Street,New York,New York,10038,40.710522183987,-74.001345411665,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOF_PEARL_1_L3,375 Pearl Street,New York,New York,10038,40.710525866324,-74.00143434806,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:25:59Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_116THPCT_1,244-04 N Conduit Ave,Queens,New York,11422,40.6662521,-73.7341217,Level 2,Level 2,CT4010-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:46Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / NYPD_116THPCT_2,242-20 N Conduit Ave,Queens,New York,11422,40.66630092809297,-73.73432554788513,Level 2,Level 2,CT4010-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:20:35Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRBAISLEYPND-1,118- 9 155th Street,Queens,New York,11434,40.681314997894,-73.787325936687,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:26:10Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRBAISLEYPND-2,118- 9 155th Street,Queens,New York,11434,40.681271866394,-73.787265008676,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:21:33Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / FDNY_EMS18_1_L3,1647 Washington Ave,The Bronx,New York,10457,40.8409719,-73.90168990000001,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:04Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ARKVILLE-5,669 Co Rd 38,Arkville,New York,12406,42.158703,-74.62019,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:27:51Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_GRAHMSVLLE4,7870 New York 42,Grahamsville,New York,12740,41.843764703728,-74.543584532507,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:23:40Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / FDNY_FTTOTTEN#3,135 Shore Road,Queens,New York,11359,40.790267175452,-73.772765715725,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Available,2,0,1,1,2025-11-19T10:28:04Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_SHAFT6_1_L3,201 River Road North,Wappingers Falls,New York,12590,41.562399327123,-73.95725314402,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:22:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_KISSENABH-1,160-2 Oak Avenue,Queens,New York,11365,40.749123880351,-73.803691892012,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:20:47Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_JEROME_3_L3,3201 Jerome Avenue,The Bronx,New York,10468,40.87847681824,-73.886738049004,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:28Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_JEROME_2_L3,3201 Jerome Avenue,The Bronx,New York,10468,40.878273827336,-73.887005202074,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:28:00Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_FLATLANDS-2,6565 Flatlands Avenue,Brooklyn,New York,11236,40.634244257905,-73.91739095126,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Occupied,2,0,2,0,2025-11-19T10:28:09Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_MARVIL_1_L3,41158 NY-28,Margaretville,New York,12455,42.14215,-74.651855,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:22:37Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRCALVAUX-S2,1990 Shore Pkwy,Gravesend,New York,11214,40.585064,-73.99173,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:06Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRHIGHWAYP2-S1,2900 Flatbush Ave,Brooklyn,New York,11234,40.598835,-73.91106,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:27:16Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_Q018-RIGHT,86-35 235th Ct,Queens,New York,11427,40.73211972997615,-73.73213590185243,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:37Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_Q018-LEFT,86-35 235th Ct,Queens,New York,11427,40.7321116,-73.7320608,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:21:37Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_NATIVEPLA-2,3808 Victory Blvd,Staten Island,New York,10314,40.596405247046405,-74.18150449254314,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:26:59Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPR_NATIVEPLA-1,3808 Victory Boulevard,Staten Island,New York,10314,40.59633197152235,-74.18205181115047,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,1,0,1,2025-11-19T10:24:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / FDNY_BFIBK#2,5600 1st Avenue FDNY,Brooklyn,New York,11220,40.646968223691,-74.023370710035,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Charging,1,1,0,0,2025-11-19T10:27:53Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRHIGHWAYP2-S2,2900 Flatbush Ave,Brooklyn,New York,11234,40.59887,-73.91101,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Charging,1,1,0,0,2025-11-19T00:55:15Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BX06-DCFC1,800 East 176th Street,The Bronx,New York,10460,40.84154711784,-73.889524754469,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:26:26Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_EDISONHS-S1,165-65 84th Ave,Queens,New York,11432,40.71609719999999,-73.79896521534425,Level 2,Level 2 - Solar,CT4010-HD-GW,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:22:52Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRROCKAWY97-S1,9701 Shore Front Pkwy,Rockaway Park,New York,11694,40.583042,-73.81755,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Charging,1,1,0,0,2025-11-17T20:31:09Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRWFMARINA-S3,109-5 Marina Rd,Queens,New York,11368,40.760424174177665,-73.8563160287552,Level 2,Level 2 - Public Stations - Solar,CT4010-HD-GW,Reachable,INUSE,NONE,Available,1,0,0,1,2025-11-19T10:21:05Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOE_Q094-1,41-77 Little Neck Pkwy,Queens,New York,11363,40.7713037,-73.7387655,Level 2,Level 2,CPF50-L18,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:25:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRROCKAWAY30,102 32 St,Queens,New York,11691,40.592503141459744,-73.76280171966553,Level 2,Level 2 - Public Stations - Solar,CT4010-HD2-GW-LTE,Unreachable,UNREACHABLE,NONE,Charging,1,1,0,0,2025-11-17T19:43:52Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / FDNY_ENG71_1_L3,720 Melrose Avenue,The Bronx,New York,10455,40.820254167186,-73.915703467812,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:22:32Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / FDNY_ENG71-1,720 Melrose Avenue,The Bronx,New York,10455,40.82018592067,-73.915360207934,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:25:18Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRROCKAWAY30B,1-09 Beach 30th St,Queens,New York,11691,40.5925622,-73.7620586,Level 2,Level 2 - Public Stations - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-11-16T11:54:14Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_RMD-1,127-17 92nd Ave,Queens,New York,11418,40.697506,-73.82139,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:25:35Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_RMD-2,127-17 92nd Ave,Queens,New York,11418,40.697506,-73.82139,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:28:34Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / FDNY_E159_1_L3,1592 Richmond Road,Staten Island,New York,10304,40.590556019307,-74.100711659592,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:25Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DSNY_BX06-1,800 East 176th Street,The Bronx,New York,10460,40.842057302307,-73.889788494409,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:21:45Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRCUNINGHM6A-B,196-5 Grand Central Parkway N Svc Rd,Queens,New York,11423,40.73080266982538,-73.77142943805131,Level 2,Level 2,CT4020-HD-GW,Unreachable,NEEDS SERVICE,Powered Off,Available,2,0,0,2,2025-01-14T15:20:08Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRCUNINGHM5A-B,196-5 Grand Central Parkway N Svc Rd,Queens,New York,11423,40.73079187198688,-73.77148342274637,Level 2,Level 2,CT4020-HD-GW,Unreachable,NEEDS SERVICE,Powered Off,Available,2,0,0,2,2025-01-14T15:20:08Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRMBLOT8-S2,Father Capodanno Blvd,Midland Beach,New York,10305,40.572548,-74.08667,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Charging,1,1,0,0,2025-11-18T22:01:38Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRSIFRSTRY#7#8,21 Slosson Ave,Castleton Corners,New York,10314,40.61972890397271,-74.118389217252,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:27:09Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPROMSDFR#14#15,12 Olmsted Dr,Corona,New York,11368,40.7518344779457,-73.84792666882134,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,INUSE,NONE,Charging,2,1,1,0,2025-11-19T10:20:53Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRCUNINGHM2A-B,19600 Union Tpke,Fresh Meadows,New York,11366,40.73091946750038,-73.77158161027717,Level 2,Level 2,CT4020-HD-GW,Unreachable,NEEDS SERVICE,Powered Off,Available,2,0,0,2,2025-01-14T15:20:08Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPROMSDFR#10#11,12 Olmsted Dr,Corona,New York,11368,40.751690117550936,-73.84786448219165,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:26:57Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPROMSDFR#12#13,12 Olmsted Dr,Corona,New York,11368,40.75177148927711,-73.84787436574555,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:22:55Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPROMSTDFOR#1#2,12 Olmsted Dr,Corona,New York,11368,40.75150429905873,-73.84770239227373,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:28:49Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRCUNINGHM3A-B,19600 Union Tpke,Fresh Meadows,New York,11366,40.73087678434457,-73.77156819923215,Level 2,Level 2,CT4020-HD-GW,Unreachable,NEEDS SERVICE,Station Unreachable,Available,2,0,0,2,2023-10-10T16:30:01Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRSIFRSTRY#5#6,21-51 Slosson Ave,Castleton Corners,New York,10314,40.61961285625036,-74.11829131662296,Level 2,Level 2,CT4020-HD-GW,Reachable,INUSE,NONE,Occupied,2,0,2,0,2025-11-19T10:27:33Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_MNSIGN_3,345 East 59th Street,New York,New York,10022,40.760513149323,-73.962874607517,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:27:41Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_MNSIGN_1_L3,245 East 59th Street,New York,New York,10022,40.759951027146,-73.962439348393,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:25:26Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_MNSIGN_2_L3,345 East 59th Street,New York,New York,10022,40.760481420044,-73.963132935821,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:29:10Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRMBLOT7-S1,829 Father Capodanno Blvd,Midland Beach,New York,10305,40.575253,-74.082985,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-10-31T21:59:51Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_MNSIGN_1,345 East 59th Street,New York,New York,10022,40.760020252587,-73.962439878327,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:26:59Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DOT_MNSIGN_2,East 59th Street,New York,New York,10022,40.760009668608,-73.962457156048,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:26:42Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRTOTTENBLG431,431 Walter Reed Rd,Bayside,New York,11359,40.79421474777169,-73.7758332156211,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,1,1,2025-11-19T10:24:29Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DPRMBLOT8-S3,Father Capodanno Blvd,Midland Beach,New York,10305,40.57264148755342,-74.08674217727662,Level 2,Level 2 - Solar,CT4010-HD-GW,Unreachable,NEEDS SERVICE,Powered Off,Charging,1,1,0,0,2025-11-18T16:50:37Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA-6,930 Zerega Avenue,The Bronx,New York,10473,40.827328,-73.842995,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2025-11-19T10:27:20Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA_6_L3,930 Zerega Avenue,The Bronx,New York,10473,40.827914583621,-73.842046004431,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:21:40Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA_5_L3,930 Zerega Avenue,The Bronx,New York,10473,40.827745523721,-73.842845682954,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:24:28Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA_1_L3,930 Zerega Avenue,The Bronx,New York,10473,40.827711253705,-73.841951322023,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2025-11-19T10:25:58Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA_2_L3,930 Zerega Avenue,The Bronx,New York,10473,40.827518802018,-73.843415361358,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:39Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA_3_L3,930 Zerega Avenue,The Bronx,New York,10473,40.827524326683,-73.843216804313,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:17Z,0.0,2025-11-19T10:31:52.196106+00:00
NYC FLEET / DEP_ZEREGA_4_L3,930 Zerega Avenue,The Bronx,New York,10473,40.827653710274,-73.842793905818,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2025-11-19T10:23:54Z,0.0,2025-11-19T10:31:52.196106+00:00
